,decimal,binary
1154,34072,1000010100011000
1155,23184,0101101010010000
1156,61018,1110111001011010
1157,21925,0101010110100101
1158,47948,1011101101001100
1159,64430,1111101110101110
1160,49742,1100001001001110
1161,44361,1010110101001001
1162,52094,1100101101111110
1163,17423,0100010000001111
1164,8765,0010001000111101
1165,26474,0110011101101010
1166,14701,0011100101101101
1167,55884,1101101001001100
1168,3050,0000101111101010
1169,28301,0110111010001101
1170,33543,1000001100000111
1171,60785,1110110101110001
1172,30865,0111100010010001
1173,640,0000001010000000
1174,44561,1010111000010001
1175,52566,1100110101010110
1176,35605,1000101100010101
1177,10651,0010100110011011
1178,57558,1110000011010110
1179,20331,0100111101101011
1180,56046,1101101011101110
1181,22304,0101011100100000
1182,47842,1011101011100010
1183,48406,1011110100010110
1184,23449,0101101110011001
1185,3817,0000111011101001
1186,62474,1111010000001010
1187,876,0000001101101100
1188,28260,0110111001100100
1189,43734,1010101011010110
1190,9053,0010001101011101
1191,31675,0111101110111011
1192,22177,0101011010100001
1193,25748,0110010010010100
1194,37479,1001001001100111
1195,65021,1111110111111101
1196,12464,0011000010110000
1197,37720,1001001101011000
1198,57200,1101111101110000
1199,6833,0001101010110001
1200,11751,0010110111100111
1201,47939,1011101101000011
1202,59102,1110011011011110
1203,58758,1110010110000110
1204,1151,0000010001111111
1205,56423,1101110001100111
1206,10818,0010101001000010
1207,49639,1100000111100111
1208,54664,1101010110001000
1209,28694,0111000000010110
1210,18130,0100011011010010
1211,12089,0010111100111001
1212,39321,1001100110011001
1213,21910,0101010110010110
1214,59134,1110011011111110
1215,46895,1011011100101111
1216,34237,1000010110111101
1217,58239,1110001101111111
1218,9118,0010001110011110
1219,62125,1111001010101101
1220,19607,0100110010010111
1221,40169,1001110011101001
1222,58238,1110001101111110
1223,35897,1000110000111001
1224,10532,0010100100100100
1225,18625,0100100011000001
1226,11071,0010101100111111
1227,902,0000001110000110
1228,52862,1100111001111110
1229,51747,1100101000100011
1230,50108,1100001110111100
1231,52311,1100110001010111
1232,43659,1010101010001011
1233,53635,1101000110000011
1234,5899,0001011100001011
1235,54842,1101011000111010
1236,36603,1000111011111011
1237,49205,1100000000110101
1238,49917,1100001011111101
1239,41459,1010000111110011
1240,42996,1010011111110100
1241,25019,0110000110111011
1242,17994,0100011001001010
1243,58914,1110011000100010
1244,31708,0111101111011100
1245,19970,0100111000000010
1246,54899,1101011001110011
1247,36221,1000110101111101
1248,56910,1101111001001110
1249,29556,0111001101110100
1250,59045,1110011010100101
1251,54966,1101011010110110
1252,56285,1101101111011101
1253,23251,0101101011010011
1254,32321,0111111001000001
1255,16623,0100000011101111
1256,17679,0100010100001111
1257,3686,0000111001100110
1258,38478,1001011001001110
1259,52669,1100110110111101
1260,64403,1111101110010011
1261,21538,0101010000100010
1262,54672,1101010110010000
1263,28174,0110111000001110
1264,54695,1101010110100111
1265,8194,0010000000000010
1266,62701,1111010011101101
1267,18685,0100100011111101
1268,8241,0010000000110001
1269,25527,0110001110110111
1270,46456,1011010101111000
1271,1803,0000011100001011
1272,3766,0000111010110110
1273,26096,0110010111110000
1274,31275,0111101000101011
1275,5396,0001010100010100
1276,56785,1101110111010001
1277,47401,1011100100101001
1278,39221,1001100100110101
1279,27412,0110101100010100
1280,14212,0011011110000100
1281,45192,1011000010001000
1282,38141,1001010011111101
1283,15299,0011101111000011
1284,28805,0111000010000101
1285,1481,0000010111001001
1286,14981,0011101010000101
1287,39889,1001101111010001
1288,39025,1001100001110001
1289,11436,0010110010101100
1290,15812,0011110111000100
1291,2821,0000101100000101
1292,51029,1100011101010101
1293,58154,1110001100101010
1294,63731,1111100011110011
1295,2368,0000100101000000
1296,12750,0011000111001110
1297,47449,1011100101011001
1298,49986,1100001101000010
1299,2998,0000101110110110
1300,60001,1110101001100001
1301,39253,1001100101010101
1302,891,0000001101111011
1303,22858,0101100101001010
1304,43479,1010100111010111
1305,6808,0001101010011000
1306,39695,1001101100001111
1307,22417,0101011110010001
1308,17725,0100010100111101
1309,17218,0100001101000010
1310,8921,0010001011011001
1311,32174,0111110110101110
1312,62926,1111010111001110
1313,44517,1010110111100101
1314,49934,1100001100001110
1315,49775,1100001001101111
1316,50544,1100010101110000
1317,50386,1100010011010010
1318,17004,0100001001101100
1319,2218,0000100010101010
1320,51115,1100011110101011
1321,47547,1011100110111011
1322,53103,1100111101101111
1323,17840,0100010110110000
1324,28415,0110111011111111
1325,40358,1001110110100110
1326,33111,1000000101010111
1327,19532,0100110001001100
1328,13926,0011011001100110
1329,1295,0000010100001111
1330,39158,1001100011110110
1331,4673,0001001001000001
1332,11068,0010101100111100
1333,20915,0101000110110011
1334,59921,1110101000010001
1335,52513,1100110100100001
1336,54749,1101010111011101
1337,28696,0111000000011000
1338,9380,0010010010100100
1339,11775,0010110111111111
1340,5060,0001001111000100
1341,23221,0101101010110101
1342,665,0000001010011001
1343,20007,0100111000100111
1344,50893,1100011011001101
1345,53677,1101000110101101
1346,41169,1010000011010001
1347,52537,1100110100111001
1348,50585,1100010110011001
1349,26467,0110011101100011
1350,5678,0001011000101110
1351,54287,1101010000001111
1352,17457,0100010000110001
1353,49721,1100001000111001
1354,57237,1101111110010101
1355,44038,1010110000000110
1356,43471,1010100111001111
1357,49476,1100000101000100
1358,34866,1000100000110010
1359,37003,1001000010001011
1360,54444,1101010010101100
1361,62179,1111001011100011
1362,58159,1110001100101111
1363,44449,1010110110100001
1364,7938,0001111100000010
1365,57054,1101111011011110
1366,16904,0100001000001000
1367,16918,0100001000010110
1368,4292,0001000011000100
1369,31548,0111101100111100
1370,31654,0111101110100110
1371,47545,1011100110111001
1372,14299,0011011111011011
1373,37231,1001000101101111
1374,41505,1010001000100001
1375,61539,1111000001100011
1376,39182,1001100100001110
1377,23122,0101101001010010
1378,16971,0100001001001011
1379,32565,0111111100110101
1380,57815,1110000111010111
1381,63189,1111011011010101
1382,28733,0111000000111101
1383,19639,0100110010110111
1384,34678,1000011101110110
1385,53011,1100111100010011
1386,44233,1010110011001001
1387,58045,1110001010111101
1388,52571,1100110101011011
1389,36493,1000111010001101
1390,58996,1110011001110100
1391,12563,0011000100010011
1392,50611,1100010110110011
1393,52622,1100110110001110
1394,59967,1110101000111111
1395,43601,1010101001010001
1396,9731,0010011000000011
1397,15551,0011110010111111
1398,58041,1110001010111001
1399,57896,1110001000101000
1400,32909,1000000010001101
1401,30297,0111011001011001
1402,5491,0001010101110011
1403,12466,0011000010110010
1404,42927,1010011110101111
1405,42198,1010010011010110
1406,15724,0011110101101100
1407,6220,0001100001001100
1408,38312,1001010110101000
1409,20688,0101000011010000
1410,16716,0100000101001100
1411,64795,1111110100011011
1412,32004,0111110100000100
1413,35527,1000101011000111
1414,64587,1111110001001011
1415,13447,0011010010000111
1416,21801,0101010100101001
1417,29310,0111001001111110
1418,31944,0111110011001000
1419,52041,1100101101001001
1420,58353,1110001111110001
1421,36696,1000111101011000
1422,59970,1110101001000010
1423,33777,1000001111110001
1424,2585,0000101000011001
1425,50494,1100010100111110
1426,17526,0100010001110110
1427,34514,1000011011010010
1428,14831,0011100111101111
1429,51635,1100100110110011
1430,50301,1100010001111101
1431,52342,1100110001110110
1432,35587,1000101100000011
1433,25001,0110000110101001
1434,43194,1010100010111010
1435,37108,1001000011110100
1436,6117,0001011111100101
1437,815,0000001100101111
1438,65004,1111110111101100
1439,61717,1111000100010101
1440,56147,1101101101010011
1441,18883,0100100111000011
1442,1512,0000010111101000
1443,29990,0111010100100110
1444,25774,0110010010101110
1445,59706,1110100100111010
1446,54813,1101011000011101
1447,14884,0011101000100100
1448,45758,1011001010111110
1449,61515,1111000001001011
1450,46766,1011011010101110
1451,29883,0111010010111011
1452,62094,1111001010001110
1453,46291,1011010011010011
1454,40760,1001111100111000
1455,51080,1100011110001000
1456,1764,0000011011100100
1457,11766,0010110111110110
1458,61979,1111001000011011
1459,53992,1101001011101000
1460,64728,1111110011011000
1461,61157,1110111011100101
1462,50556,1100010101111100
1463,53292,1101000000101100
1464,50457,1100010100011001
1465,60087,1110101010110111
1466,29073,0111000110010001
1467,42356,1010010101110100
1468,57971,1110001001110011
1469,15193,0011101101011001
1470,7116,0001101111001100
1471,60579,1110110010100011
1472,14370,0011100000100010
1473,51627,1100100110101011
1474,43658,1010101010001010
1475,26624,0110100000000000
1476,42710,1010011011010110
1477,6024,0001011110001000
1478,17149,0100001011111101
1479,31693,0111101111001101
1480,59127,1110011011110111
1481,3567,0000110111101111
1482,19339,0100101110001011
1483,49674,1100001000001010
1484,13826,0011011000000010
1485,53286,1101000000100110
1486,9895,0010011010100111
1487,49142,1011111111110110
1488,761,0000001011111001
1489,34956,1000100010001100
1490,14585,0011100011111001
1491,53130,1100111110001010
1492,63154,1111011010110010
1493,20591,0101000001101111
1494,65410,1111111110000010
1495,45843,1011001100010011
1496,8825,0010001001111001
1497,24152,0101111001011000
1498,32831,1000000000111111
1499,34911,1000100001011111
1500,23498,0101101111001010
1501,45155,1011000001100011
1502,26862,0110100011101110
1503,47758,1011101010001110
1504,58408,1110010000101000
1505,60022,1110101001110110
1506,14691,0011100101100011
1507,42876,1010011101111100
1508,5831,0001011011000111
1509,18743,0100100100110111
1510,64432,1111101110110000
1511,59010,1110011010000010
1512,15465,0011110001101001
1513,24639,0110000000111111
1514,33184,1000000110100000
1515,29592,0111001110011000
1516,17648,0100010011110000
1517,23181,0101101010001101
1518,43848,1010101101001000
1519,63462,1111011111100110
1520,40289,1001110101100001
1521,1546,0000011000001010
1522,43892,1010101101110100
1523,29168,0111000111110000
1524,38564,1001011010100100
1525,13733,0011010110100101
1526,4965,0001001101100101
1527,37516,1001001010001100
1528,51485,1100100100011101
1529,65103,1111111001001111
1530,941,0000001110101101
1531,12195,0010111110100011
1532,62599,1111010010000111
1533,18830,0100100110001110
1534,23540,0101101111110100
1535,28398,0110111011101110
1536,30905,0111100010111001
1537,35476,1000101010010100
1538,39195,1001100100011011
1539,20578,0101000001100010
1540,14051,0011011011100011
1541,60626,1110110011010010
1542,19397,0100101111000101
1543,12689,0011000110010001
1544,27100,0110100111011100
1545,9806,0010011001001110
1546,37305,1001000110111001
1547,43937,1010101110100001
1548,17292,0100001110001100
1549,9754,0010011000011010
1550,4900,0001001100100100
1551,9340,0010010001111100
1552,7945,0001111100001001
1553,15179,0011101101001011
1554,16248,0011111101111000
1555,58265,1110001110011001
1556,22902,0101100101110110
1557,21290,0101001100101010
1558,39403,1001100111101011
1559,26974,0110100101011110
1560,51994,1100101100011010
1561,14210,0011011110000010
1562,6922,0001101100001010
1563,23875,0101110101000011
1564,28879,0111000011001111
1565,11944,0010111010101000
1566,2299,0000100011111011
1567,44558,1010111000001110
1568,63690,1111100011001010
1569,2835,0000101100010011
1570,24749,0110000010101101
1571,32211,0111110111010011
1572,61618,1111000010110010
1573,48099,1011101111100011
1574,40636,1001111010111100
1575,43956,1010101110110100
1576,20801,0101000101000001
1577,1431,0000010110010111
1578,51900,1100101010111100
1579,2220,0000100010101100
1580,62272,1111001101000000
1581,4707,0001001001100011
1582,51909,1100101011000101
1583,10506,0010100100001010
1584,35358,1000101000011110
1585,4525,0001000110101101
1586,63965,1111100111011101
1587,37798,1001001110100110
1588,5477,0001010101100101
1589,6392,0001100011111000
1590,45124,1011000001000100
1591,24721,0110000010010001
1592,53194,1100111111001010
1593,9633,0010010110100001
1594,64745,1111110011101001
1595,8082,0001111110010010
1596,57975,1110001001110111
1597,39526,1001101001100110
1598,45950,1011001101111110
